Team Number,Match ID,Left Black Line,Auto Coral Level 1,Auto Coral Level 2,Auto Coral Level 3,Auto Coral Level 4,Auto Algae Processed,Auto Algae Netted,Teleop Coral Level 1,Teleop Coral Level 2,Teleop Coral Level 3,Teleop Coral Level 4,Teleop Algae Processed,Teleop Algae Netted,Cage Climb,
9605,2025ncash_qm12,No,0,0,0,0,0,0,3,0,0,0,0,0,Parked,
10304,2025ncash_qm12,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
6729,2025ncash_qm12,No,0,0,0,0,0,0,0,0,0,0,0,1,Parked,
8866,2025ncash_qm12,Yes,0,0,0,0,0,0,0,0,0,7,0,0,None,
10583,2025ncash_qm12,No,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
10583,2025ncash_qm12,No,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
6729,2025ncash_qm12,No,0,0,0,0,0,0,0,0,0,0,0,1,Parked,
9008,2025ncash_qm12,Yes,0,0,0,0,0,0,0,0,0,2,0,0,Parked,
9605,2025ncash_qm12,Yes,0,0,0,0,0,0,2,0,0,0,0,0,Parked,
10304,2025ncash_qm12,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
5727,2025ncash_qm13,Yes,0,0,0,0,0,0,0,0,5,1,0,0,Parked,
3737,2025ncash_qm13,Yes,0,0,0,0,0,0,1,0,0,0,2,0,Parked,
3737,2025ncash_qm13,Yes,0,0,0,0,0,0,1,0,0,0,2,0,Parked,
4935,2025ncash_qm13,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
6932,2025ncash_qm13,Yes,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
4935,2025ncash_qm13,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
9496,2025ncash_qm13,Yes,0,0,0,2,0,0,5,5,0,2,0,0,ShallowCage,
9496,2025ncash_qm13,Yes,0,0,0,3,0,0,4,5,0,2,0,0,DeepCage,
5727,2025ncash_qm13,Yes,0,0,0,0,0,0,0,0,5,1,0,0,Parked,
6639,2025ncash_qm13,Yes,0,0,0,0,0,0,0,0,5,1,0,0,Parked,
6639,2025ncash_qm13,Yes,0,0,0,0,0,0,0,0,4,1,0,0,Parked,
10248,2025ncash_qm14,Yes,0,0,0,0,0,0,1,0,0,0,0,0,Parked,
10248,2025ncash_qm14,Yes,0,0,0,0,0,0,1,0,0,0,0,0,Parked,
9150,2025ncash_qm14,No,0,0,0,0,0,0,0,0,0,7,0,0,None,
9762,2025ncash_qm14,Yes,1,0,0,0,0,0,3,0,0,0,0,0,Parked,
3196,2025ncash_qm14,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
8429,2025ncash_qm14,Yes,0,0,0,1,0,0,1,0,0,6,0,0,None,
8429,2025ncash_qm14,Yes,0,0,0,1,0,0,0,0,0,5,0,0,None,
2724,2025ncash_qm14,Yes,1,0,0,0,0,0,0,0,2,0,1,0,Parked,
9150,2025ncash_qm14,No,0,0,0,0,0,0,0,0,0,8,0,0,None,
3196,2025ncash_qm14,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
9762,2025ncash_qm14,Yes,1,0,0,0,0,0,3,0,0,0,0,0,Parked,
3506,2025ncash_qm15,Yes,0,0,0,0,0,0,3,0,0,3,0,0,Parked,
6639,2025ncash_qm15,Yes,0,0,0,0,0,0,0,0,4,1,0,0,None,
3506,2025ncash_qm15,Yes,0,0,0,0,0,0,2,0,0,3,0,0,Parked,
8866,2025ncash_qm15,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
1533,2025ncash_qm15,Yes,0,0,0,1,0,0,0,0,2,5,0,0,ShallowCage,
6639,2025ncash_qm15,Yes,0,0,0,0,0,0,0,0,0,1,0,0,None,
1225,2025ncash_qm15,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
8727,2025ncash_qm15,Yes,0,0,0,0,0,0,0,0,0,8,0,0,None,
8727,2025ncash_qm15,Yes,1,0,0,0,0,0,0,0,1,8,0,0,None,
8866,2025ncash_qm15,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
1225,2025ncash_qm15,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
9762,2025ncash_qm16,Yes,5,0,0,0,0,0,0,0,0,0,0,0,Parked,
9762,2025ncash_qm16,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
6932,2025ncash_qm16,Yes,0,0,0,0,0,0,0,0,0,0,3,0,Parked,
6729,2025ncash_qm16,No,0,0,0,0,0,0,0,0,0,0,0,4,None,
6729,2025ncash_qm16,No,0,0,0,0,0,0,0,0,0,0,0,4,None,
8429,2025ncash_qm16,Yes,0,0,0,0,0,0,1,0,0,7,0,0,None,
9605,2025ncash_qm16,Yes,1,0,0,0,0,0,5,0,0,0,0,0,None,
8429,2025ncash_qm16,Yes,0,0,0,0,0,0,1,0,0,7,0,0,None,
6932,2025ncash_qm16,Yes,0,0,0,0,0,0,0,0,0,0,3,0,Parked,
9605,2025ncash_qm16,Yes,1,0,0,0,0,0,6,0,0,0,0,0,None,
9762,2025ncash_qm16,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
8727,2025ncash_qm17,Yes,0,1,3,4,0,0,0,0,0,0,0,0,Parked,
10248,2025ncash_qm17,Yes,0,0,0,0,0,0,3,0,0,0,0,0,Parked,
9008,2025ncash_qm17,Yes,0,0,0,0,0,0,0,0,0,7,0,0,Parked,
4935,2025ncash_qm17,Yes,0,0,0,0,0,0,0,1,0,0,0,0,Parked,
10583,2025ncash_qm17,Yes,0,0,0,0,0,0,1,0,0,0,0,0,None,
3506,2025ncash_qm17,Yes,0,0,0,0,0,0,0,0,0,6,0,0,DeepCage,
10248,2025ncash_qm17,Yes,0,0,0,0,0,0,3,0,0,0,0,0,Parked,
3506,2025ncash_qm17,Yes,0,0,0,0,0,0,0,0,0,6,0,0,DeepCage,
9008,2025ncash_qm17,Yes,0,0,0,0,0,0,0,0,0,6,0,0,ShallowCage,
4935,2025ncash_qm17,Yes,0,0,0,0,0,0,0,1,0,0,0,0,Parked,
10583,2025ncash_qm17,Yes,0,0,0,0,0,0,1,0,0,0,0,0,None,
9496,2025ncash_qm18,Yes,0,0,0,3,0,0,0,0,4,9,0,1,Parked,
1225,2025ncash_qm18,Yes,0,0,0,0,0,0,0,0,0,0,2,0,None,
1533,2025ncash_qm18,Yes,0,0,0,1,0,0,1,0,0,5,0,0,DeepCage,
5727,2025ncash_qm18,Yes,0,0,0,1,0,0,1,0,4,3,0,0,Parked,
9496,2025ncash_qm18,Yes,0,0,0,3,0,0,1,0,4,9,0,1,Parked,
2724,2025ncash_qm18,Yes,0,0,0,0,0,0,0,1,4,0,0,0,Parked,
5727,2025ncash_qm18,Yes,1,0,0,0,0,0,1,0,4,3,0,0,Parked,
2724,2025ncash_qm18,Yes,0,0,0,0,0,0,0,1,4,0,0,0,Parked,
1225,2025ncash_qm18,Yes,0,0,0,0,0,0,0,0,0,0,2,0,None,
2724,2025ncash_qm18,Yes,0,0,0,0,0,0,0,1,4,0,0,0,Parked,
1533,2025ncash_qm18,Yes,0,0,0,2,0,0,0,1,1,3,0,0,DeepCage,
10304,2025ncash_qm18,No,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
9496,2025ncash_qm18,Yes,0,0,0,2,0,0,0,0,4,6,0,1,Parked,
9605,2025ncash_qm19,Yes,0,0,0,0,0,0,3,0,0,0,0,0,Parked,
6729,2025ncash_qm19,Yes,0,0,0,0,0,0,0,0,0,0,1,0,None,
6729,2025ncash_qm19,Yes,0,0,0,0,0,0,0,0,0,0,1,0,None,
3737,2025ncash_qm19,Yes,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
8866,2025ncash_qm19,Yes,0,0,0,0,0,0,0,0,2,4,0,0,None,
8866,2025ncash_qm19,Yes,0,0,0,0,0,0,0,0,2,4,0,0,None,
9150,2025ncash_qm19,Yes,0,0,0,0,0,0,1,0,1,2,0,0,Parked,
9605,2025ncash_qm19,Yes,0,0,0,0,0,0,2,0,0,0,0,0,None,
9150,2025ncash_qm19,Yes,0,0,0,0,0,0,1,0,1,2,0,0,Parked,
9605,2025ncash_qm19,Yes,0,0,0,0,0,0,4,0,0,0,0,0,Parked,
3737,2025ncash_qm19,Yes,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
3506,2025ncash_qm19,Yes,0,0,0,0,0,0,1,0,0,4,0,0,DeepCage,
3737,2025ncash_qm19,No,0,0,0,0,0,0,2,0,0,0,2,0,DeepCage,
9605,2025ncash_qm2,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
3506,2025ncash_qm2,Yes,0,0,0,0,0,0,0,0,0,3,0,0,Parked,
1225,2025ncash_qm2,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
6729,2025ncash_qm2,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
9605,2025ncash_qm2,No,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
6639,2025ncash_qm2,Yes,1,0,0,0,0,0,0,2,5,0,0,0,Parked,
6639,2025ncash_qm2,Yes,1,0,0,0,0,0,0,2,5,0,0,0,Parked,
3506,2025ncash_qm2,Yes,0,0,0,0,0,0,0,0,0,3,0,0,Parked,
1225,2025ncash_qm2,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
6729,2025ncash_qm2,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
4935,2025ncash_qm2,No,0,0,0,0,0,0,0,0,0,0,0,0,None,
9008,2025ncash_qm20,Yes,0,0,0,0,0,0,0,0,2,1,0,0,DeepCage,
10248,2025ncash_qm20,Yes,0,0,0,0,0,0,9,0,0,0,0,0,None,
10304,2025ncash_qm20,No,0,0,0,0,0,0,0,0,0,0,0,0,None,
10304,2025ncash_qm20,No,0,0,0,0,0,0,0,0,0,0,0,0,None,
1225,2025ncash_qm20,Yes,0,0,0,0,0,0,0,0,0,0,3,0,Parked,
10248,2025ncash_qm20,Yes,0,0,0,0,0,0,9,0,0,0,0,0,None,
9496,2025ncash_qm20,Yes,0,0,0,3,0,0,2,5,3,4,0,2,None,
9496,2025ncash_qm20,Yes,0,0,0,3,0,0,2,5,3,4,0,2,None,
9496,2025ncash_qm20,Yes,0,0,0,3,0,0,2,5,3,4,0,2,None,
6932,2025ncash_qm20,No,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
6932,2025ncash_qm20,No,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
6932,2025ncash_qm20,No,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
6639,2025ncash_qm21,Yes,1,0,0,0,0,0,0,0,0,7,0,0,Parked,
5727,2025ncash_qm21,Yes,0,0,0,1,0,0,0,0,2,5,0,0,None,
3196,2025ncash_qm21,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
2724,2025ncash_qm21,Yes,0,0,0,0,0,0,0,1,0,0,4,0,None,
1533,2025ncash_qm21,Yes,0,0,0,2,0,0,0,0,4,2,0,0,DeepCage,
1533,2025ncash_qm21,Yes,0,0,0,2,0,0,0,0,4,2,0,0,DeepCage,
2724,2025ncash_qm21,Yes,0,0,0,0,0,0,0,1,0,0,4,0,Parked,
3196,2025ncash_qm21,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
6639,2025ncash_qm21,Yes,1,0,0,0,0,0,0,0,0,7,0,0,Parked,
2724,2025ncash_qm21,Yes,1,0,0,0,0,0,0,0,0,0,3,0,Parked,
3196,2025ncash_qm21,Yes,1,0,0,0,0,0,3,0,0,0,0,0,Parked,
9150,2025ncash_qm22,Yes,0,0,0,0,0,0,1,1,0,2,0,0,Parked,
10583,2025ncash_qm22,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
9762,2025ncash_qm22,Yes,1,0,0,0,0,0,4,0,0,0,0,0,Parked,
8429,2025ncash_qm22,Yes,0,0,0,1,0,0,0,0,2,4,0,0,None,
8429,2025ncash_qm22,Yes,0,0,0,1,0,0,0,0,2,4,0,0,None,
9762,2025ncash_qm22,Yes,1,0,0,0,0,0,3,0,0,0,0,0,Parked,
10583,2025ncash_qm22,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
9150,2025ncash_qm22,Yes,0,0,0,0,0,0,1,1,0,2,0,0,Parked,
4935,2025ncash_qm22,Yes,0,0,0,0,0,0,0,0,0,3,0,0,Parked,
3506,2025ncash_qm23,Yes,0,0,0,0,0,0,0,0,0,4,0,0,Parked,
10248,2025ncash_qm23,Yes,0,0,0,0,0,0,0,0,0,2,0,0,Parked,
3196,2025ncash_qm23,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
10248,2025ncash_qm23,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
3196,2025ncash_qm23,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
3506,2025ncash_qm23,Yes,0,0,0,0,0,0,0,0,0,4,0,0,Parked,
10248,2025ncash_qm23,Yes,0,0,0,0,0,0,5,0,0,0,0,0,None,
8866,2025ncash_qm23,Yes,0,0,0,0,0,0,0,0,1,3,0,0,None,
5727,2025ncash_qm23,Yes,0,0,0,1,0,0,0,0,3,4,0,0,None,
8866,2025ncash_qm23,Yes,0,0,0,0,0,0,0,0,1,3,0,0,None,
1225,2025ncash_qm24,Yes,0,0,0,0,0,0,0,0,0,0,2,0,None,
4935,2025ncash_qm24,Yes,0,0,0,0,0,0,0,0,2,1,0,0,None,
6932,2025ncash_qm24,Yes,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
10583,2025ncash_qm24,No,0,0,0,0,0,0,5,1,0,0,0,0,None,
8429,2025ncash_qm24,Yes,0,0,0,2,0,0,0,5,0,7,0,0,Parked,
10583,2025ncash_qm24,No,0,0,0,0,0,0,5,1,0,0,0,0,None,
8429,2025ncash_qm24,Yes,0,0,0,2,0,0,0,4,0,7,0,0,Parked,
1225,2025ncash_qm24,Yes,0,0,0,0,0,0,0,0,0,0,2,0,Parked,
10583,2025ncash_qm24,Yes,0,0,0,0,0,0,5,1,0,0,0,0,None,
6932,2025ncash_qm24,Yes,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
10583,2025ncash_qm24,Yes,0,0,0,0,0,0,6,1,0,0,0,0,None,
9008,2025ncash_qm25,No,0,0,0,0,0,0,0,0,0,5,0,0,None,
2724,2025ncash_qm25,Yes,1,0,0,0,0,0,0,1,2,0,0,0,Parked,
9762,2025ncash_qm25,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
8727,2025ncash_qm25,Yes,0,0,0,0,0,0,0,0,0,9,0,0,Parked,
3737,2025ncash_qm25,Yes,0,0,0,0,0,0,0,1,0,0,1,0,DeepCage,
9762,2025ncash_qm25,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
9008,2025ncash_qm25,No,0,0,0,0,0,0,0,0,0,5,0,0,Parked,
9008,2025ncash_qm25,No,0,0,0,0,0,0,0,0,0,5,0,0,Parked,
3737,2025ncash_qm25,Yes,0,0,0,0,0,0,0,1,0,0,1,0,DeepCage,
8727,2025ncash_qm25,Yes,0,0,0,0,0,0,0,0,0,9,0,0,Parked,
6639,2025ncash_qm26,Yes,1,0,0,0,0,0,0,0,1,2,0,0,Parked,
6639,2025ncash_qm26,Yes,1,0,0,0,0,0,0,0,1,2,0,0,Parked,
1533,2025ncash_qm26,Yes,0,0,0,1,0,0,0,0,0,3,0,0,DeepCage,
1533,2025ncash_qm26,Yes,0,0,0,1,0,0,0,0,0,3,0,0,DeepCage,
10583,2025ncash_qm26,No,0,0,0,0,0,0,3,0,0,0,0,0,Parked,
9150,2025ncash_qm26,Yes,0,0,0,0,0,0,1,1,0,5,0,0,Parked,
9496,2025ncash_qm26,Yes,0,0,0,3,0,0,0,0,2,9,0,2,DeepCage,
9605,2025ncash_qm26,Yes,1,0,0,0,0,0,6,0,0,0,0,0,Parked,
10248,2025ncash_qm27,Yes,0,0,0,0,0,0,2,0,0,0,0,0,None,
9762,2025ncash_qm27,Yes,0,0,0,0,0,0,2,0,0,0,0,0,Parked,
8866,2025ncash_qm27,No,0,0,0,1,0,0,0,2,3,4,0,0,Parked,
4935,2025ncash_qm27,No,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
8727,2025ncash_qm27,Yes,0,0,0,0,0,0,0,1,4,3,0,0,None,
10248,2025ncash_qm27,Yes,0,0,0,0,0,0,2,0,0,0,0,0,None,
9762,2025ncash_qm27,Yes,0,0,0,0,0,0,4,0,0,0,0,0,Parked,
3737,2025ncash_qm27,Yes,0,0,0,0,0,0,0,0,2,3,0,0,Parked,
10248,2025ncash_qm27,Yes,0,0,0,0,0,0,3,0,0,0,0,0,None,
3737,2025ncash_qm27,Yes,0,0,0,0,0,0,0,0,2,3,0,0,Parked,
8429,2025ncash_qm28,Yes,0,0,0,2,0,0,0,0,3,5,0,0,None,
1225,2025ncash_qm28,Yes,0,0,0,0,0,0,0,0,0,0,2,0,Parked,
5727,2025ncash_qm28,Yes,0,0,0,1,0,0,0,0,1,4,0,0,Parked,
5727,2025ncash_qm28,No,0,0,0,1,0,0,0,0,1,4,0,0,Parked,
9008,2025ncash_qm28,Yes,0,0,0,0,0,0,0,0,2,5,0,0,Parked,
9150,2025ncash_qm28,Yes,0,0,0,0,0,0,1,0,0,5,0,0,None,
9150,2025ncash_qm28,Yes,0,0,0,0,0,0,1,0,0,5,0,0,Parked,
9008,2025ncash_qm28,Yes,0,0,0,0,0,0,0,0,1,3,0,0,ShallowCage,
1225,2025ncash_qm28,Yes,0,0,0,0,0,0,0,0,0,0,1,0,Parked,
1225,2025ncash_qm28,Yes,0,0,0,0,0,0,3,0,0,1,0,0,Parked,
6932,2025ncash_qm29,No,0,0,0,0,0,0,0,0,0,0,3,0,Parked,
2724,2025ncash_qm29,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
2724,2025ncash_qm29,Yes,1,0,0,0,0,0,0,0,0,0,3,0,Parked,
2724,2025ncash_qm29,Yes,1,0,0,0,0,0,0,1,0,0,3,0,Parked,
3196,2025ncash_qm29,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
3196,2025ncash_qm29,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
3506,2025ncash_qm29,Yes,0,0,0,0,0,0,0,0,0,6,0,0,Parked,
6932,2025ncash_qm29,Yes,0,0,0,0,0,0,0,0,0,0,3,0,Parked,
9496,2025ncash_qm29,Yes,0,0,0,3,0,0,0,5,5,6,1,0,DeepCage,
6932,2025ncash_qm29,Yes,0,0,0,0,0,0,0,0,0,0,3,0,Parked,
2724,2025ncash_qm3,Yes,1,0,0,0,0,0,0,1,0,0,1,0,Parked,
10583,2025ncash_qm3,Yes,0,0,0,0,0,0,1,0,0,0,0,0,None,
2724,2025ncash_qm3,Yes,1,0,0,0,0,0,0,1,0,0,1,0,Parked,
9150,2025ncash_qm3,No,0,0,0,0,0,0,0,2,1,5,0,0,Parked,
10583,2025ncash_qm3,No,0,0,0,0,0,0,1,0,0,0,0,0,None,
9496,2025ncash_qm3,Yes,0,0,0,3,0,0,4,4,0,1,0,1,Parked,
9150,2025ncash_qm3,Yes,0,0,0,0,0,0,0,2,1,5,0,0,Parked,
9496,2025ncash_qm3,Yes,0,0,0,3,0,0,4,4,0,1,0,1,Parked,
8866,2025ncash_qm3,Yes,0,0,0,0,0,0,0,0,5,2,0,0,Parked,
5727,2025ncash_qm3,Yes,0,0,0,1,0,0,0,0,4,3,0,0,None,
8866,2025ncash_qm3,Yes,0,1,0,0,0,0,4,3,0,0,0,1,Parked,
6729,2025ncash_qm30,No,0,0,0,0,0,0,0,0,0,0,1,3,Parked,
10583,2025ncash_qm30,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
10583,2025ncash_qm30,Yes,1,0,0,0,0,0,0,1,1,1,0,2,Parked,
5727,2025ncash_qm30,Yes,0,0,0,1,0,0,0,0,0,7,0,0,None,
10583,2025ncash_qm30,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
1533,2025ncash_qm30,Yes,0,0,0,0,0,0,0,0,1,5,0,0,DeepCage,
1533,2025ncash_qm30,Yes,0,0,0,0,0,0,0,0,1,5,0,0,DeepCage,
10304,2025ncash_qm30,No,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
4935,2025ncash_qm30,Yes,0,0,0,0,0,0,0,1,0,1,0,0,Parked,
5727,2025ncash_qm30,Yes,0,0,0,1,0,0,1,0,0,7,0,0,None,
1533,2025ncash_qm30,Yes,1,0,0,0,0,0,0,0,1,5,0,0,ShallowCage,
9496,2025ncash_qm31,Yes,0,0,0,3,0,0,0,4,2,4,0,1,ShallowCage,
9150,2025ncash_qm31,Yes,0,0,0,0,0,0,1,0,1,6,0,0,Parked,
10248,2025ncash_qm31,Yes,0,0,0,0,0,0,4,0,0,0,0,0,Parked,
9496,2025ncash_qm31,Yes,0,0,0,3,0,0,2,3,2,4,0,1,DeepCage,
6639,2025ncash_qm31,No,0,0,0,0,0,0,2,1,4,0,0,0,Parked,
9496,2025ncash_qm31,Yes,0,0,0,3,0,0,0,4,2,4,0,1,DeepCage,
9150,2025ncash_qm31,Yes,0,0,0,0,0,0,1,0,1,7,0,0,Parked,
10248,2025ncash_qm31,Yes,0,0,0,0,0,0,4,0,0,0,0,0,Parked,
9762,2025ncash_qm31,Yes,0,0,0,0,0,0,5,0,0,0,0,0,Parked,
6639,2025ncash_qm31,Yes,0,0,0,0,0,0,1,0,2,1,0,0,Parked,
3506,2025ncash_qm31,Yes,0,0,0,0,0,0,0,0,1,4,0,0,Parked,
3196,2025ncash_qm32,Yes,0,0,0,0,0,0,7,0,0,0,0,0,Parked,
9605,2025ncash_qm32,Yes,1,0,0,0,0,0,6,0,0,0,0,0,None,
10304,2025ncash_qm32,Yes,0,0,0,0,0,0,2,0,0,0,0,0,Parked,
10304,2025ncash_qm32,Yes,0,0,0,0,0,0,1,0,0,0,0,0,Parked,
9605,2025ncash_qm32,Yes,1,0,0,0,0,0,6,0,0,0,0,0,None,
1225,2025ncash_qm32,Yes,0,0,0,0,0,0,0,0,0,0,1,0,Parked,
1225,2025ncash_qm32,Yes,0,0,0,0,0,0,0,0,0,0,1,0,Parked,
8727,2025ncash_qm32,Yes,0,0,0,1,0,0,0,0,4,6,0,0,None,
2724,2025ncash_qm32,No,1,0,0,0,0,0,0,0,2,0,2,0,Parked,
8727,2025ncash_qm32,Yes,0,0,0,1,0,0,0,0,5,7,0,0,None,
1533,2025ncash_qm33,Yes,0,0,0,1,0,0,0,0,1,3,0,0,DeepCage,
8429,2025ncash_qm33,Yes,0,0,0,1,0,0,0,0,2,4,0,0,Parked,
8866,2025ncash_qm33,Yes,0,0,0,0,0,0,0,1,3,4,0,0,None,
8429,2025ncash_qm33,Yes,0,0,0,1,0,0,0,0,2,3,0,0,Parked,
9008,2025ncash_qm33,No,0,0,0,0,0,0,0,0,0,5,0,0,Parked,
6932,2025ncash_qm33,Yes,0,0,0,0,0,0,0,0,0,0,2,0,ShallowCage,
8866,2025ncash_qm33,Yes,0,0,0,0,0,0,0,1,3,4,0,0,None,
6932,2025ncash_qm33,No,0,0,0,0,0,0,0,0,0,0,2,0,DeepCage,
9008,2025ncash_qm33,Yes,0,0,0,0,0,0,0,0,0,3,0,0,Parked,
3737,2025ncash_qm33,Yes,0,0,0,0,0,0,0,1,1,1,2,0,DeepCage,
1533,2025ncash_qm33,No,1,0,0,1,0,0,0,0,1,5,0,0,DeepCage,
2724,2025ncash_qm34,Yes,1,0,0,0,0,0,0,0,1,0,1,0,None,
6729,2025ncash_qm34,No,0,0,0,0,0,0,0,0,0,0,0,1,None,
9605,2025ncash_qm34,Yes,1,0,0,0,0,0,2,0,0,0,0,0,Parked,
6729,2025ncash_qm34,Yes,0,0,0,0,0,0,0,0,0,0,0,1,None,
6639,2025ncash_qm34,Yes,1,0,0,0,0,0,0,0,0,8,0,0,None,
10248,2025ncash_qm34,Yes,0,0,0,0,0,0,1,0,0,0,0,0,Parked,
10248,2025ncash_qm34,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
9150,2025ncash_qm34,Yes,0,0,0,0,0,0,0,0,0,4,0,0,Parked,
9605,2025ncash_qm34,Yes,1,0,0,0,0,0,5,0,0,0,0,0,None,
2724,2025ncash_qm34,Yes,1,0,0,0,0,0,0,0,1,0,1,0,None,
8866,2025ncash_qm35,Yes,0,0,0,0,0,0,0,2,2,3,0,1,None,
1225,2025ncash_qm35,Yes,0,0,0,0,0,0,0,0,0,0,3,0,Parked,
8727,2025ncash_qm35,Yes,0,0,0,0,0,0,0,0,4,6,0,0,Parked,
1225,2025ncash_qm35,Yes,0,0,0,0,0,0,0,0,0,0,3,0,Parked,
8866,2025ncash_qm35,Yes,0,0,0,0,0,0,0,4,4,3,0,1,None,
9496,2025ncash_qm35,Yes,0,0,0,3,0,0,0,2,5,7,0,0,ShallowCage,
3737,2025ncash_qm35,Yes,0,0,0,0,0,0,0,0,0,2,0,0,DeepCage,
9496,2025ncash_qm35,No,0,0,0,3,0,0,0,2,5,7,0,0,DeepCage,
10583,2025ncash_qm35,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
5727,2025ncash_qm36,Yes,0,0,0,0,0,0,2,0,0,2,0,0,None,
3506,2025ncash_qm36,Yes,0,0,0,1,0,0,0,0,0,4,0,0,Parked,
9008,2025ncash_qm36,Yes,0,0,0,0,0,0,0,0,0,1,0,0,Parked,
3506,2025ncash_qm36,Yes,0,0,0,1,0,0,0,0,0,4,0,0,Parked,
4935,2025ncash_qm36,Yes,0,0,0,0,0,0,0,2,0,0,0,0,None,
5727,2025ncash_qm36,Yes,0,0,0,1,0,0,0,2,0,2,0,0,None,
6729,2025ncash_qm37,No,0,0,0,0,0,0,0,0,0,0,0,6,Parked,
6729,2025ncash_qm37,No,0,0,0,0,0,0,0,0,0,0,0,0,None,
6932,2025ncash_qm37,Yes,0,0,0,0,0,0,0,0,0,0,0,0,None,
9762,2025ncash_qm37,Yes,1,0,0,0,0,0,4,0,0,0,0,0,Parked,
10304,2025ncash_qm37,No,0,0,0,0,0,0,2,0,0,0,0,0,Parked,
9762,2025ncash_qm37,Yes,1,0,0,0,0,0,4,0,0,0,0,0,Parked,
6639,2025ncash_qm38,Yes,0,0,0,0,0,0,0,0,1,6,0,0,None,
10583,2025ncash_qm38,Yes,0,0,0,0,0,0,3,0,0,0,0,0,Parked,
10248,2025ncash_qm38,Yes,1,0,0,0,0,0,0,0,0,0,0,0,Parked,
10248,2025ncash_qm38,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
5727,2025ncash_qm38,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
8866,2025ncash_qm39,Yes,0,0,0,0,0,0,0,2,2,3,2,0,Parked,
9762,2025ncash_qm39,Yes,1,0,0,0,0,0,5,0,0,0,0,0,Parked,
9496,2025ncash_qm39,Yes,0,0,0,3,0,0,0,0,6,9,0,2,Parked,
9008,2025ncash_qm39,Yes,0,0,0,0,0,0,0,0,3,4,0,0,Parked,
9762,2025ncash_qm39,Yes,1,0,0,0,0,0,5,0,0,0,0,0,Parked,
3196,2025ncash_qm39,Yes,0,0,0,0,0,0,0,6,0,0,0,0,None,
9008,2025ncash_qm39,Yes,0,0,0,0,0,0,0,0,3,4,0,0,Parked,
3196,2025ncash_qm39,Yes,0,0,0,0,0,0,1,5,0,0,0,0,None,
9496,2025ncash_qm39,Yes,0,0,0,3,0,0,0,0,5,7,0,2,None,
3196,2025ncash_qm4,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Parked,
9008,2025ncash_qm4,Yes,0,0,0,0,0,0,0,0,0,0,0,0,ShallowCage,
